0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_timeout = 0.000, provers = ["cvc5_proof"], slices = 192,
0.sledgehammer initialize  smt_proofs = true, spy = false, strict = false, timeout = 30.000, try0 =
0.sledgehammer initialize  false, type_enc = NONE, uncurried_aliases = NONE, verbose = true}
0.sledgehammer goal.by        16929ms Matrix_Tensor.Matrix_Tensor 3348:132975  some (SH 16928ms, ATP 1916ms): Try this: by (smt (cvc5) list.simps(5,7))
0.sledgehammer goal.apply     19131ms Matrix_Tensor.Matrix_Tensor 3356:133244  timeout (SH 19131ms): Timed out
0.sledgehammer goal.apply     18735ms Matrix_Tensor.Matrix_Tensor 3357:133262  timeout (SH 18734ms): Timed out
0.sledgehammer goal.proof     18762ms Matrix_Tensor.Matrix_Tensor 3358:133281  timeout (SH 18761ms): Timed out
0.sledgehammer goal.proof     18909ms Matrix_Tensor.Matrix_Tensor 3361:133369  timeout (SH 18909ms): Timed out
0.sledgehammer goal.using      4196ms Matrix_Tensor.Matrix_Tensor 3364:133468  some (SH 4196ms, ATP 1230ms): Try this: by (smt (cvc5) assms length_0_conv)
0.sledgehammer goal.by         3657ms Matrix_Tensor.Matrix_Tensor 3364:133480  some (SH 3656ms, ATP 1627ms): Try this: by (smt (cvc5) length_0_conv)
0.sledgehammer goal.by         4785ms Matrix_Tensor.Matrix_Tensor 3366:133571  some (SH 4784ms, ATP 1669ms): Try this: by (smt (cvc5) length_0_conv)
0.sledgehammer goal.unfolding 19050ms Matrix_Tensor.Matrix_Tensor 3369:133717  timeout (SH 19049ms): Timed out
0.sledgehammer goal.by        19702ms Matrix_Tensor.Matrix_Tensor 3369:133763  some (SH 19702ms, ATP 156ms): Try this: by (smt (cvc5) List.zip_Nil foldr.simps(1) id_apply)
0.sledgehammer goal.using      7771ms Matrix_Tensor.Matrix_Tensor 3372:133917  some (SH 7771ms, ATP 1388ms): Try this: by (smt (cvc5) comm zer_left_mult)
0.sledgehammer goal.by         6611ms Matrix_Tensor.Matrix_Tensor 3372:133943  some (SH 6610ms, ATP 1369ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3730ms Matrix_Tensor.Matrix_Tensor 3374:133994  some (SH 3730ms, ATP 1281ms): Try this: by (smt (cvc5) "1" times.simps(1))
0.sledgehammer goal.by         3501ms Matrix_Tensor.Matrix_Tensor 3374:134002  some (SH 3501ms, ATP 1242ms): Try this: by (smt (cvc5) times.simps(1))
0.sledgehammer goal.using      3982ms Matrix_Tensor.Matrix_Tensor 3376:134056  some (SH 3981ms, ATP 1159ms): Try this: by (smt (cvc5) "2" assms times.simps(1))
0.sledgehammer goal.by         4249ms Matrix_Tensor.Matrix_Tensor 3376:134070  some (SH 4248ms, ATP 2150ms): Try this: by (smt (cvc5) times.simps(1))
0.sledgehammer goal.unfolding  3719ms Matrix_Tensor.Matrix_Tensor 3378:134160  some (SH 3718ms, ATP 1404ms): Try this: by (smt (cvc5) "1" "2" \<open>length w1 = length w2 \<and> length w1 = 0 \<longrightarrow> scalar_product w1 w2 = zer\<close> assms)
0.sledgehammer goal.by         8311ms Matrix_Tensor.Matrix_Tensor 3378:134206  some (SH 8310ms, ATP 2429ms): Try this: by (smt (cvc5) "1" "2" \<open>length w1 = length w2 \<and> length w1 = 0 \<longrightarrow> scalar_product w1 w2 = zer\<close> assms foldr.simps(1) local.zip_Nil scalar_prodI_def scalar_product_def)
0.sledgehammer goal.by         3935ms Matrix_Tensor.Matrix_Tensor 3379:134238  some (SH 3934ms, ATP 1287ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4325ms Matrix_Tensor.Matrix_Tensor 3381:134271  some (SH 4325ms, ATP 1893ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     19465ms Matrix_Tensor.Matrix_Tensor 3385:134370  timeout (SH 19464ms): Timed out
0.sledgehammer goal.using      8873ms Matrix_Tensor.Matrix_Tensor 3388:134500  some (SH 8872ms, ATP 2108ms): Try this: by (smt (cvc5) assms length_Suc_conv)
0.sledgehammer goal.by         4284ms Matrix_Tensor.Matrix_Tensor 3388:134512  some (SH 4283ms, ATP 1943ms): Try this: by (smt (cvc5) length_Suc_conv)
0.sledgehammer goal.by         4257ms Matrix_Tensor.Matrix_Tensor 3390:134608  some (SH 4256ms, ATP 995ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4007ms Matrix_Tensor.Matrix_Tensor 3392:134678  some (SH 4006ms, ATP 1152ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3249ms Matrix_Tensor.Matrix_Tensor 3394:134727  some (SH 3248ms, ATP 1168ms): Try this: by (smt (cvc5) assms)
0.sledgehammer goal.by         2996ms Matrix_Tensor.Matrix_Tensor 3394:134739  some (SH 2996ms, ATP 1231ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7918ms Matrix_Tensor.Matrix_Tensor 3396:134809  some (SH 7917ms, ATP 1622ms): Try this: by (smt (cvc5) length_Suc_conv)
0.sledgehammer goal.by         7431ms Matrix_Tensor.Matrix_Tensor 3396:134821  some (SH 7430ms, ATP 1881ms): Try this: by (smt (cvc5) length_Suc_conv)
0.sledgehammer goal.by         3911ms Matrix_Tensor.Matrix_Tensor 3398:134917  some (SH 3911ms, ATP 1138ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3902ms Matrix_Tensor.Matrix_Tensor 3400:134987  some (SH 3902ms, ATP 1166ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3844ms Matrix_Tensor.Matrix_Tensor 3402:135062  some (SH 3843ms, ATP 1086ms): Try this: by (smt (cvc5) Cons_1)
0.sledgehammer goal.by         3129ms Matrix_Tensor.Matrix_Tensor 3402:135075  some (SH 3128ms, ATP 956ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4727ms Matrix_Tensor.Matrix_Tensor 3405:135213  some (SH 4727ms, ATP 2009ms): Try this: by (smt (cvc5) Suc)
0.sledgehammer goal.by         3440ms Matrix_Tensor.Matrix_Tensor 3405:135229  some (SH 3440ms, ATP 1349ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  9764ms Matrix_Tensor.Matrix_Tensor 3407:135324  some (SH 9763ms, ATP 1700ms): Try this: by (smt (cvc5) scalar_prod_cons scalar_product_def)
0.sledgehammer goal.by        19590ms Matrix_Tensor.Matrix_Tensor 3407:135378  some (SH 19590ms, ATP 250ms): Try this: by (smt (cvc5) foldr.simps(2) list.case(2) list.rec(2) o_apply split_conv)
0.sledgehammer goal.using      3732ms Matrix_Tensor.Matrix_Tensor 3409:135468  some (SH 3731ms, ATP 1297ms): Try this: by (smt (cvc5) Cons_1 Cons_2)
0.sledgehammer goal.by         3166ms Matrix_Tensor.Matrix_Tensor 3409:135488  some (SH 3165ms, ATP 1173ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3926ms Matrix_Tensor.Matrix_Tensor 3412:135627  some (SH 3925ms, ATP 1356ms): Try this: by (smt (cvc5) plus_mult.plus_left_distributivity plus_mult_axioms)
0.sledgehammer goal.by         4361ms Matrix_Tensor.Matrix_Tensor 3412:135659  some (SH 4360ms, ATP 1616ms): Try this: by (smt (cvc5) plus_mult.plus_left_distributivity plus_mult_axioms)
0.sledgehammer goal.using      7896ms Matrix_Tensor.Matrix_Tensor 3415:135829  some (SH 7895ms, ATP 1630ms): Try this: by (smt (cvc5) assoc comm)
0.sledgehammer goal.by         7483ms Matrix_Tensor.Matrix_Tensor 3415:135846  some (SH 7483ms, ATP 1623ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4218ms Matrix_Tensor.Matrix_Tensor 3417:135911  some (SH 4217ms, ATP 1411ms): Try this: by (smt (cvc5) Cons_1 times.simps(2))
0.sledgehammer goal.by         3254ms Matrix_Tensor.Matrix_Tensor 3417:135936  some (SH 3253ms, ATP 1028ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4003ms Matrix_Tensor.Matrix_Tensor 3419:136009  some (SH 4002ms, ATP 1195ms): Try this: by (smt (cvc5) Cons_2 times.simps(2))
0.sledgehammer goal.by         3262ms Matrix_Tensor.Matrix_Tensor 3419:136034  some (SH 3262ms, ATP 1104ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4555ms Matrix_Tensor.Matrix_Tensor 3424:136282  some (SH 4553ms, ATP 2117ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  7975ms Matrix_Tensor.Matrix_Tensor 3427:136413  some (SH 7974ms, ATP 1758ms): Try this: by (smt (cvc5) scalar_prod_cons scalar_product_def)
0.sledgehammer goal.by        20231ms Matrix_Tensor.Matrix_Tensor 3427:136467  some (SH 20231ms, ATP 961ms): Try this: by (smt (cvc5) foldr.simps(2) list.case(2) list.rec(2) o_apply split_conv)
0.sledgehammer goal.using      7861ms Matrix_Tensor.Matrix_Tensor 3428:136518  some (SH 7860ms, ATP 1377ms): Try this: by (smt (cvc5) assoc)
0.sledgehammer goal.by         7617ms Matrix_Tensor.Matrix_Tensor 3428:136530  some (SH 7616ms, ATP 1403ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3492ms Matrix_Tensor.Matrix_Tensor 3430:136564  some (SH 3491ms, ATP 1057ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4273ms Matrix_Tensor.Matrix_Tensor 3438:136767  some (SH 4272ms, ATP 1513ms): Try this: by (smt (cvc5) assms scalar_product_times)
0.sledgehammer goal.by         3579ms Matrix_Tensor.Matrix_Tensor 3438:136800  some (SH 3578ms, ATP 1435ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      2907ms Matrix_Tensor.Matrix_Tensor 3443:136953  some (SH 2906ms, ATP 491ms): Try this: by (smt (cvc5) zip_append)
0.sledgehammer goal.by         3313ms Matrix_Tensor.Matrix_Tensor 3443:136983  some (SH 3313ms, ATP 674ms): Try this: by (smt (cvc5) zip_append)
0.sledgehammer goal.apply     19193ms Matrix_Tensor.Matrix_Tensor 3453:137320  timeout (SH 19192ms): Timed out
0.sledgehammer goal.apply     19137ms Matrix_Tensor.Matrix_Tensor 3454:137338  timeout (SH 19137ms): Timed out
0.sledgehammer goal.apply     18882ms Matrix_Tensor.Matrix_Tensor 3455:137356  timeout (SH 18881ms): Timed out
0.sledgehammer goal.apply     18836ms Matrix_Tensor.Matrix_Tensor 3456:137374  timeout (SH 18836ms): Timed out
0.sledgehammer goal.proof     19284ms Matrix_Tensor.Matrix_Tensor 3457:137392  timeout (SH 19283ms): Timed out
0.sledgehammer goal.proof     18734ms Matrix_Tensor.Matrix_Tensor 3464:137678  some (SH 18733ms, ATP 1184ms): Try this: by (smt (cvc5) append_self_conv2 length_0_conv plus_mult.plus_left_id plus_mult.scalar_product_times plus_mult_axioms times.simps(1) zer_left_mult)
0.sledgehammer goal.using      7781ms Matrix_Tensor.Matrix_Tensor 3468:137837  some (SH 7780ms, ATP 2131ms): Try this: by (smt (cvc5) assms length_0_conv)
0.sledgehammer goal.by         3719ms Matrix_Tensor.Matrix_Tensor 3468:137849  some (SH 3718ms, ATP 1242ms): Try this: by (smt (cvc5) length_0_conv)
0.sledgehammer goal.using      3754ms Matrix_Tensor.Matrix_Tensor 3470:137894  some (SH 3753ms, ATP 1210ms): Try this: by (smt (cvc5) assms length_0_conv)
0.sledgehammer goal.by         4067ms Matrix_Tensor.Matrix_Tensor 3470:137906  some (SH 4066ms, ATP 1684ms): Try this: by (smt (cvc5) length_0_conv)
0.sledgehammer goal.unfolding 10468ms Matrix_Tensor.Matrix_Tensor 3472:137970  some (SH 10468ms, ATP 534ms): Try this: by (smt (cvc5) plus_mult.zer_left_mult plus_mult_axioms scalar_product_times times.simps(1))
0.sledgehammer goal.by        34334ms Matrix_Tensor.Matrix_Tensor 3472:138024  some (SH 34333ms, ATP 152ms): Try this: by (smt (cvc5) foldr.simps(1) id_apply list.simps(6))
0.sledgehammer goal.using      3728ms Matrix_Tensor.Matrix_Tensor 3475:138166  some (SH 3727ms, ATP 1214ms): Try this: by (smt (cvc5) plus_mult.plus_left_id plus_mult_axioms)
0.sledgehammer goal.by         3461ms Matrix_Tensor.Matrix_Tensor 3475:138185  some (SH 3460ms, ATP 1385ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5541ms Matrix_Tensor.Matrix_Tensor 3477:138279  some (SH 5540ms, ATP 2127ms): Try this: by (smt (cvc5) "1" "2" append_self_conv2)
0.sledgehammer goal.by         3550ms Matrix_Tensor.Matrix_Tensor 3477:138289  some (SH 3549ms, ATP 1124ms): Try this: by (smt (cvc5) append_self_conv2)
0.sledgehammer goal.by         3545ms Matrix_Tensor.Matrix_Tensor 3478:138325  some (SH 3544ms, ATP 1184ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3706ms Matrix_Tensor.Matrix_Tensor 3480:138358  some (SH 3705ms, ATP 1209ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     20195ms Matrix_Tensor.Matrix_Tensor 3487:138634  timeout (SH 20195ms): Timed out
0.sledgehammer goal.using      9054ms Matrix_Tensor.Matrix_Tensor 3492:138823  some (SH 9053ms, ATP 5175ms): Try this: by (smt (cvc5) assms length_Suc_conv)
0.sledgehammer goal.by         8569ms Matrix_Tensor.Matrix_Tensor 3492:138835  some (SH 8567ms, ATP 3559ms): Try this: by (smt (cvc5) length_Suc_conv)
0.sledgehammer goal.by         4273ms Matrix_Tensor.Matrix_Tensor 3494:138937  some (SH 4272ms, ATP 1127ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4066ms Matrix_Tensor.Matrix_Tensor 3496:138999  some (SH 4065ms, ATP 1223ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7939ms Matrix_Tensor.Matrix_Tensor 3498:139063  some (SH 7939ms, ATP 189ms): Try this: by (smt (cvc5) assms length_Suc_conv)
0.sledgehammer goal.by         7527ms Matrix_Tensor.Matrix_Tensor 3498:139075  some (SH 7526ms, ATP 182ms): Try this: by (smt (cvc5) length_Suc_conv)
0.sledgehammer goal.by         3830ms Matrix_Tensor.Matrix_Tensor 3500:139177  some (SH 3830ms, ATP 1141ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3738ms Matrix_Tensor.Matrix_Tensor 3502:139239  some (SH 3737ms, ATP 989ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3730ms Matrix_Tensor.Matrix_Tensor 3504:139314  some (SH 3730ms, ATP 989ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7918ms Matrix_Tensor.Matrix_Tensor 3508:139504  some (SH 7918ms, ATP 1479ms): Try this: by (smt (cvc5) Suc assms)
0.sledgehammer goal.by         3170ms Matrix_Tensor.Matrix_Tensor 3508:139524  some (SH 3170ms, ATP 1289ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         7458ms Matrix_Tensor.Matrix_Tensor 3511:139671  some (SH 7457ms, ATP 2105ms): Try this: by (smt (cvc5) append_Cons)
0.sledgehammer goal.unfolding  7459ms Matrix_Tensor.Matrix_Tensor 3513:139751  some (SH 7458ms, ATP 1854ms): Try this: by (smt (cvc5) scalar_prod_cons scalar_product_def)
0.sledgehammer goal.using     19873ms Matrix_Tensor.Matrix_Tensor 3514:139805  some (SH 19872ms, ATP 302ms): Try this: by (smt (cvc5) foldr.simps(2) o_apply split_conv zip_Cons_Cons)
0.sledgehammer goal.by        16564ms Matrix_Tensor.Matrix_Tensor 3515:139863  some (SH 16563ms, ATP 635ms): Try this: by (smt (cvc5) case_prod_conv foldr.simps(2) o_apply zip_Cons_Cons)
0.sledgehammer goal.using      3769ms Matrix_Tensor.Matrix_Tensor 3518:140004  some (SH 3769ms, ATP 1374ms): Try this: by (smt (cvc5) "1" "2")
0.sledgehammer goal.by         3219ms Matrix_Tensor.Matrix_Tensor 3518:140015  some (SH 3218ms, ATP 1363ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  8017ms Matrix_Tensor.Matrix_Tensor 3520:140107  some (SH 8016ms, ATP 2597ms): Try this: by (smt (cvc5) "1" "2" scalar_prod_cons scalar_product_def)
0.sledgehammer goal.using     18880ms Matrix_Tensor.Matrix_Tensor 3521:140161  some (SH 18880ms, ATP 385ms): Try this: by (smt (cvc5) "1" "2" case_prod_conv foldr.simps(2) o_apply zip_Cons_Cons)
0.sledgehammer goal.by        13419ms Matrix_Tensor.Matrix_Tensor 3522:140183  some (SH 13419ms, ATP 580ms): Try this: by (smt (cvc5) "1" "2" case_prod_conv foldr.simps(2) o_apply)
0.sledgehammer goal.by         3901ms Matrix_Tensor.Matrix_Tensor 3527:140485  some (SH 3900ms, ATP 1327ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5444ms Matrix_Tensor.Matrix_Tensor 3528:140520  some (SH 5443ms, ATP 2339ms): Try this: by (smt (cvc5) "3" plus_assoc)
0.sledgehammer goal.by         3550ms Matrix_Tensor.Matrix_Tensor 3528:140539  some (SH 3549ms, ATP 1316ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3761ms Matrix_Tensor.Matrix_Tensor 3530:140572  some (SH 3761ms, ATP 1181ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4869ms Matrix_Tensor.Matrix_Tensor 3536:140785  some (SH 4868ms, ATP 1574ms): Try this: by (smt (cvc5) assms(1,2) scalar_product_append)
0.sledgehammer goal.by         4260ms Matrix_Tensor.Matrix_Tensor 3536:140819  some (SH 4259ms, ATP 2206ms): Try this: by (smt (cvc5))
0.sledgehammer goal.apply     19331ms Matrix_Tensor.Matrix_Tensor 3542:141078  timeout (SH 19331ms): Timed out
0.sledgehammer goal.apply     18782ms Matrix_Tensor.Matrix_Tensor 3543:141097  timeout (SH 18781ms): Timed out
0.sledgehammer goal.apply     18651ms Matrix_Tensor.Matrix_Tensor 3544:141116  timeout (SH 18651ms): Timed out
0.sledgehammer goal.apply     18684ms Matrix_Tensor.Matrix_Tensor 3545:141135  timeout (SH 18683ms): Timed out
0.sledgehammer goal.proof     18943ms Matrix_Tensor.Matrix_Tensor 3546:141154  timeout (SH 18943ms): Timed out
0.sledgehammer goal.using      3078ms Matrix_Tensor.Matrix_Tensor 3550:141293  some (SH 3077ms, ATP 1157ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3087ms Matrix_Tensor.Matrix_Tensor 3550:141301  some (SH 3082ms, ATP 1057ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4052ms Matrix_Tensor.Matrix_Tensor 3555:141469  some (SH 4051ms, ATP 1541ms): Try this: by (smt (cvc5) length_0_conv)
0.sledgehammer goal.using      3538ms Matrix_Tensor.Matrix_Tensor 3560:141636  some (SH 3538ms, ATP 1155ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3169ms Matrix_Tensor.Matrix_Tensor 3560:141644  some (SH 3169ms, ATP 1133ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4489ms Matrix_Tensor.Matrix_Tensor 3565:141851  some (SH 4489ms, ATP 1525ms): Try this: by (smt (cvc5) length_0_conv)
0.sledgehammer goal.unfolding 35594ms Matrix_Tensor.Matrix_Tensor 3569:142008  some (SH 35593ms, ATP 4549ms): Try this: by (smt (cvc5) append_self_conv2 effective_scalar_product_append plus_assoc plus_comm plus_left_inverse plus_right_id)
0.sledgehammer goal.using     16745ms Matrix_Tensor.Matrix_Tensor 3569:142054  some (SH 16745ms, ATP 3073ms): Try this: by (smt (cvc5) append_self_conv2 foldr.simps(1) list.size(3) local.zip_Nil local.zip_Nil plus_assoc plus_left_inverse plus_mult.scalar_product_append plus_mult_axioms plus_right_id scalar_prodI_def scalar_product_def)
0.sledgehammer goal.by        15618ms Matrix_Tensor.Matrix_Tensor 3569:142068  some (SH 15616ms, ATP 3238ms): Try this: by (smt (cvc5) append_self_conv2 foldr.simps(1) list.size(3) plus_assoc plus_left_inverse plus_mult.scalar_product_append plus_mult_axioms plus_right_id scalar_prodI_def scalar_product_def)
0.sledgehammer goal.using      3601ms Matrix_Tensor.Matrix_Tensor 3571:142137  some (SH 3601ms, ATP 1292ms): Try this: by (smt (cvc5) zer_left_mult)
0.sledgehammer goal.by         3219ms Matrix_Tensor.Matrix_Tensor 3571:142157  some (SH 3218ms, ATP 1138ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7321ms Matrix_Tensor.Matrix_Tensor 3574:142288  some (SH 7321ms, ATP 1243ms): Try this: by (smt (cvc5) "1" vec_vec_Tensor.simps(1))
0.sledgehammer goal.by         3284ms Matrix_Tensor.Matrix_Tensor 3574:142296  some (SH 3284ms, ATP 1051ms): Try this: by (smt (cvc5) vec_vec_Tensor.simps(1))
0.sledgehammer goal.using      3719ms Matrix_Tensor.Matrix_Tensor 3579:142484  some (SH 3719ms, ATP 1127ms): Try this: by (smt (cvc5) "2" vec_vec_Tensor.simps(1))
0.sledgehammer goal.by         3349ms Matrix_Tensor.Matrix_Tensor 3579:142492  some (SH 3349ms, ATP 1079ms): Try this: by (smt (cvc5) vec_vec_Tensor.simps(1))
0.sledgehammer goal.unfolding  3968ms Matrix_Tensor.Matrix_Tensor 3586:142804  some (SH 3968ms, ATP 1351ms): Try this: by (smt (cvc5) "1" "2" "3")
0.sledgehammer goal.using      7452ms Matrix_Tensor.Matrix_Tensor 3586:142850  some (SH 7451ms, ATP 1880ms): Try this: by (smt (cvc5) "1" "2" "3" foldr.simps(1) local.zip_Nil scalar_prodI_def scalar_product_def)
0.sledgehammer goal.by         7406ms Matrix_Tensor.Matrix_Tensor 3586:142864  some (SH 7406ms, ATP 2052ms): Try this: by (smt (cvc5) "1" "2" "3" foldr.simps(1) scalar_prodI_def scalar_product_def)
0.sledgehammer goal.by         3768ms Matrix_Tensor.Matrix_Tensor 3587:142895  some (SH 3767ms, ATP 1275ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     19259ms Matrix_Tensor.Matrix_Tensor 3594:143164  timeout (SH 19258ms): Timed out
0.sledgehammer goal.using      3335ms Matrix_Tensor.Matrix_Tensor 3598:143321  some (SH 3334ms, ATP 1203ms): Try this: by (smt (cvc5) assms)
0.sledgehammer goal.by         3053ms Matrix_Tensor.Matrix_Tensor 3598:143337  some (SH 3053ms, ATP 1291ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4255ms Matrix_Tensor.Matrix_Tensor 3600:143409  some (SH 4254ms, ATP 1356ms): Try this: by (smt (cvc5) Suc_length_conv)
0.sledgehammer goal.by         3357ms Matrix_Tensor.Matrix_Tensor 3600:143437  some (SH 3357ms, ATP 1456ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3944ms Matrix_Tensor.Matrix_Tensor 3602:143515  some (SH 3944ms, ATP 1087ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3446ms Matrix_Tensor.Matrix_Tensor 3602:143530  some (SH 3445ms, ATP 1185ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4216ms Matrix_Tensor.Matrix_Tensor 3604:143600  some (SH 4215ms, ATP 1015ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4223ms Matrix_Tensor.Matrix_Tensor 3606:143656  some (SH 4222ms, ATP 2008ms): Try this: by (smt (cvc5) assms)
0.sledgehammer goal.by         3441ms Matrix_Tensor.Matrix_Tensor 3606:143672  some (SH 3440ms, ATP 1435ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      8442ms Matrix_Tensor.Matrix_Tensor 3608:143744  some (SH 8441ms, ATP 2556ms): Try this: by (smt (cvc5) Suc_length_conv)
0.sledgehammer goal.by         7678ms Matrix_Tensor.Matrix_Tensor 3608:143767  some (SH 7677ms, ATP 1849ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3910ms Matrix_Tensor.Matrix_Tensor 3610:143845  some (SH 3909ms, ATP 1183ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4736ms Matrix_Tensor.Matrix_Tensor 3612:143916  some (SH 4736ms, ATP 1832ms): Try this: by (smt (cvc5))
